frame,entity,x,y,z,vx,vy,vz,observed,cams_used,rmse
18,player_0,2485.8638332598093,-425.1421627406411,-405.1658395812207,-3581.4728008679485,-6710.274221778278,621.9236034235631,1,2,1.815175614937414
18,player_1,5005.6206763942855,4576.36174140442,-161.34940047458065,-3291.847018656027,3814.1009309026053,2615.59559269166,1,2,2.9011528932499617
18,referee_0,-3229.22318393981,6094.47151123887,-124.6113377663178,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
18,player_2,3922.603022610746,2782.738085101602,511.98431458434,-3962.9559067252962,-2639.6013447193627,570.141382163312,0,0,nan
19,player_0,1691.4460249771264,145.7957930153201,-310.6764231725772,-5176.6608591419335,-4654.0643028088525,792.4579923639544,1,2,1.3786755566630187
19,player_1,3424.1825041618777,3362.018924397845,231.05519092660643,-7461.117927413244,-116.88634464460756,3443.203218214324,1,2,1.668722580329757
19,referee_0,-3229.408482610188,6094.515337202631,-124.62144600758695,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
19,player_2,3764.084786341734,2677.1540313128276,534.7899698708725,-3962.9559067252962,-2639.6013447193627,570.141382163312,0,0,nan
20,player_0,1016.5026976422711,651.9311954234502,-233.58286202789063,-6268.065108402996,-3039.1588383574212,898.3502904436672,1,2,0.36955588818419804
20,player_1,3306.4193747327117,2912.0515398786733,264.053395301277,-6952.240511144234,-1371.0208146948494,3148.2385015583095,1,2,0.4282138184800348
20,player_2,1628.2528680588737,1141.0667777978997,790.1499535558684,-8197.45901029681,-5703.086058353663,1068.1665737704097,1,2,1.058076060558778
20,referee_0,-3229.593781280566,6094.559163166391,-124.6315542488561,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
21,player_0,445.27141494116006,1099.9731847004903,-172.19553236175202,-6980.818113661909,-1772.453486632145,954.9538402300554,1,2,0.00954358954333966
21,player_1,3196.682403125698,2514.182759273789,279.47015301942633,-6492.294433866147,-2308.1866993749572,2846.313221030186,1,3,2.0684668682925764
21,referee_0,-3229.779079950944,6094.602989130151,-124.64166249012526,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
21,player_2,1300.3545076470014,912.9433354637531,832.8766165066847,-8197.45901029681,-5703.086058353663,1068.1665737704097,0,0,nan
22,player_0,-39.797685422674505,1494.6565842659659,-125.481172684204,-7417.894457074592,-783.8299946378124,973.03729216279,1,2,1.9115629773696285
22,player_1,2936.990625771052,2421.8552912987907,393.3226818606338,-6492.294433866147,-2308.1866993749572,2846.313221030186,0,0,nan
22,referee_0,-3229.964378621322,6094.646815093912,-124.65177073139441,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
22,player_2,972.4561472351289,684.8198931296065,875.6032794575011,-8197.45901029681,-5703.086058353663,1068.1665737704097,0,0,nan
23,player_0,-449.9497243242697,1841.7832302249083,-87.62853562422679,-7648.315588910274,-15.030371326505815,970.8661460806575,1,2,0.6273831586935724
23,player_1,2898.0962398995334,2056.4052615168516,338.75309807550633,-5941.007263958182,-2990.1194120993605,2425.7967049789186,1,2,0.9469447566539253
23,player_2,2766.700713683824,1236.8467913684544,-913.9024651324091,-2969.073120608341,-3781.006738973542,-3445.958250228913,1,2,0.962585018507593
23,player_3,7957.826495177348,6907.503892791625,-105.55756301086925,0.0,0.0,0.0,1,2,0.9877702303460539
23,referee_0,-3230.1496772917,6094.690641057672,-124.66187897266356,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
24,player_0,-122.7621436369742,2236.625158189283,129.78956387283245,-6415.617046968121,754.9058624324088,1318.571939480572,1,2,0.18787531516140313
24,player_1,2660.455949341206,1936.8004850328773,435.7849662746631,-5941.007263958182,-2990.1194120993605,2425.7967049789186,0,0,nan
24,referee_0,-3230.334975962078,6094.7344670214325,-124.67198721393271,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
24,player_2,2647.93778885949,1085.6065218095127,-1051.7407951415657,-2969.073120608341,-3781.006738973542,-3445.958250228913,0,0,nan
24,player_3,7957.826495177348,6907.503892791625,-105.55756301086925,0.0,0.0,0.0,0,0,nan
25,player_0,-569.6869423806015,1722.7878147302395,327.96180032722646,-6771.504729709993,-262.51258471495714,1590.5450648016858,1,2,1.6125790374376106
25,player_1,2515.0462603535448,2446.579257007146,651.2611435608201,-5734.0814467182445,-1578.0533201059254,2691.534811831324,1,2,2.9128754592587227
25,referee_0,-3230.5202746324558,6094.778292985193,-124.68209545520186,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
25,player_2,2529.174864035156,934.366252250571,-1189.5791251507223,-2969.073120608341,-3781.006738973542,-3445.958250228913,0,0,nan
25,player_3,7957.826495177348,6907.503892791625,-105.55756301086925,0.0,0.0,0.0,0,0,nan
26,player_0,-968.2853920642913,1271.4914212619326,492.0576835672735,-7001.4478855151765,-1055.9944877710936,1771.4096475135575,1,2,0.8901567247954205
26,player_1,3564.455221322194,3493.8696942864303,547.7831600472786,-3007.5044408832505,789.5500231481949,2241.3469213598364,1,2,1.025467459333723
26,referee_0,-3230.7055733028337,6094.822118948953,-124.69220369647101,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
26,player_2,2410.4119392108223,783.1259826916294,-1327.417455159879,-2969.073120608341,-3781.006738973542,-3445.958250228913,0,0,nan
26,player_3,7957.826495177348,6907.503892791625,-105.55756301086925,0.0,0.0,0.0,0,0,nan
27,player_0,-300.2877787904448,1286.029926332529,446.55459305208154,-5355.22493259244,-957.4035165921575,1569.3606798445035,1,2,0.8638560061178546
27,player_1,2285.187745020933,2508.8270412824804,716.0980986808605,-5367.287911349608,-1280.4083413145247,2401.5093983939423,1,2,1.3068817998957991
27,player_2,3529.6979561835124,1403.5444661566987,-2310.6833991301123,-252.11076823529447,-2087.561746562977,-5301.2928183880185,1,2,1.4944810608853316
27,player_3,7390.363871806565,6888.602614473432,-109.42982591173157,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,1,2,2.6675619851112247
27,referee_0,-3230.8908719732117,6094.8659449127135,-124.70231193774016,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
28,player_0,-708.0835320030424,901.4485016277752,583.2527378684424,-5680.173756543869,-1538.6674324655364,1693.4467775260996,1,2,0.08066489368945629
28,player_1,1397.298947590541,2743.2937531822586,642.8598353099665,-6681.256894718923,-722.802611853122,2071.0666481604258,1,2,1.4245919570454826
28,referee_0,-3231.0761706435896,6094.909770876474,-124.71242017900931,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
28,player_2,3519.6135254541005,1320.0419962941796,-2522.735111865633,-252.11076823529447,-2087.561746562977,-5301.2928183880185,0,0,nan
28,player_3,7386.81439762983,6888.484387128521,-109.45404688524785,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
29,player_0,-1070.8776607760524,561.9323734119405,705.4278553011055,-5900.651653707613,-1990.672675714568,1781.967017642932,1,2,0.6989043931104021
29,player_1,676.774509410073,2935.498512489413,584.6803576567753,-7532.048198895785,-307.7683555007855,1806.3694220471343,1,2,0.792015121081642
29,referee_0,-3231.2614693139676,6094.953596840234,-124.72252842027846,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
29,player_2,3509.5290947246885,1236.5395264316605,-2734.7868246011535,-252.11076823529447,-2087.561746562977,-5301.2928183880185,0,0,nan
29,player_3,7383.2649234530945,6888.36615978361,-109.47826785876413,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
30,player_0,-1395.3482528796076,260.8170583578416,813.337463195869,-6040.268103720156,-2340.30907111001,1839.7917383881165,1,2,0.7451952463370022
30,player_1,375.49258145424164,2923.1877782693814,656.9351345386607,-7532.048198895785,-307.7683555007855,1806.3694220471343,0,0,nan
30,referee_0,-3231.4467679843456,6094.997422803995,-124.73263666154762,-4.632466759452546,1.095649093999458,-0.25270603172876055,0,0,nan
30,player_2,3499.4446639952766,1153.0370565691414,-2946.838537336674,-252.11076823529447,-2087.561746562977,-5301.2928183880185,0,0,nan
30,player_3,7379.715449276359,6888.247932438699,-109.5024888322804,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
31,referee_0,-5893.542975994695,5868.045773625673,-109.65350510540742,-2627.754448475656,-222.592085347477,14.616655847022328,1,2,1.4565711078166765
31,player_0,-820.2208149156545,337.7809274523341,742.1841001722759,-4786.070661182361,-2078.3692184379156,1617.51872841135,1,2,1.0215915629069083
31,player_1,-361.45268396328686,2080.16653999,785.7650834728817,-8289.26206756914,-1751.6022989105313,1904.7010951922864,1,2,2.604299871231909
31,player_2,3489.3602332658647,1069.5345867066223,-3158.8902500721947,-252.11076823529447,-2087.561746562977,-5301.2928183880185,0,0,nan
31,player_3,7376.165975099624,6888.129705093787,-109.52670980579668,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
32,player_0,-67.363495690214,238.53116471702427,760.2913114693168,-3372.5827732420285,-2102.491155657235,1547.774588590869,1,2,1.6583838892434448
32,player_1,-693.0231666660525,2010.1024480335786,861.9531272805731,-8289.26206756914,-1751.6022989105313,1904.7010951922864,0,0,nan
32,referee_0,-5998.653153933721,5859.142090211774,-109.06883887152652,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
32,player_2,3479.275802536453,986.0321168441033,-3370.9419628077153,-252.11076823529447,-2087.561746562977,-5301.2928183880185,0,0,nan
32,player_3,7372.616500922889,6888.011477748876,-109.55093077931296,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
33,player_0,-183.4027817474612,545.6936680779127,894.4555716615806,-3345.00383130567,-1530.4713360095225,1653.4078738987191,1,2,0.4957995119225992
33,player_1,-609.3015079136622,2070.7405042558025,866.8411981878621,-7619.975158011136,-1540.9620577526728,1789.7936992881127,1,2,2.819400303890493
33,player_2,3686.2163645962532,1091.8681839361739,-1696.276431746154,107.32489859134199,-1773.9802442133757,-2176.521510153577,1,2,2.985718468826346
33,referee_0,-6103.763331872748,5850.2384067978755,-108.48417263764563,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
33,player_3,7369.067026746154,6887.893250403965,-109.57515175282924,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
34,player_0,-275.6819207207452,400.0693468362823,867.5379732071979,-3285.60023043817,-1651.2291933830318,1520.2767925082153,1,2,0.6030415392253938
34,player_1,-12.637905281927829,1856.1499424338365,725.5702242946395,-6216.467175883154,-1779.096687349224,1458.382805183564,1,2,2.7864587711298343
34,referee_0,-6208.873509811774,5841.334723383977,-107.89950640376473,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
34,player_2,3690.509360539907,1020.9089741676388,-1783.337292152297,107.32489859134199,-1773.9802442133757,-2176.521510153577,0,0,nan
34,player_3,7365.5175525694185,6887.775023059054,-109.59937272634552,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
35,player_0,-273.7372669105956,756.9604706274894,958.340259986284,-3098.525057528577,-1057.974178512411,1562.3452336191758,1,2,1.1387196551997742
35,player_1,-261.29659231725395,1784.9860749398674,783.905536501982,-6216.467175883154,-1779.096687349224,1458.382805183564,0,0,nan
35,referee_0,-6313.9836877508005,5832.431039970078,-107.31484016988384,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
35,player_2,3694.8023564835607,949.9497643991037,-1870.3981525584402,107.32489859134199,-1773.9802442133757,-2176.521510153577,0,0,nan
35,player_3,7361.968078392683,6887.656795714142,-109.6235936998618,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
36,player_0,-279.9844149448661,1084.2975252912897,1039.755821075968,-2936.3729182939787,-548.682379973789,1588.4145856904156,1,2,0.7979690800014596
36,player_1,-509.9552793525801,1713.8222074458984,842.2408487093246,-6216.467175883154,-1779.096687349224,1458.382805183564,0,0,nan
36,referee_0,-6419.093865689827,5823.527356556179,-106.73017393600294,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
36,player_2,3699.0953524272145,878.9905546305687,-1957.4590129645833,107.32489859134199,-1773.9802442133757,-2176.521510153577,0,0,nan
36,player_3,7358.418604215948,6887.538568369231,-109.64781467337808,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
37,player_0,-295.755823233618,1382.6372966779804,1110.5304344302226,-2798.5296827337174,-114.49785740673849,1598.2265353314824,1,2,0.8136993451250656
37,player_1,-843.078346597284,2193.394706330933,702.35088946042,-6335.763923405111,-1001.2414886464029,1178.4111756899533,1,2,1.7045342117679834
37,referee_0,-6524.2040436288535,5814.6236731422805,-106.14550770212205,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
37,player_2,3703.3883483708682,808.0313448620336,-2044.5198733707264,107.32489859134199,-1773.9802442133757,-2176.521510153577,0,0,nan
37,player_3,7354.869130039213,6887.42034102432,-109.67203564689436,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
38,player_0,-494.45006364590705,1716.0263003924847,1032.757180327143,-2914.4376468929454,337.05154442518614,1408.9026289018336,1,2,0.09173831169865818
38,player_1,-820.2299984394124,2452.1221829879246,829.3818354261746,-5956.764391074719,-591.3788722684535,1288.010487020008,1,2,1.6486432703206824
38,player_2,484.65543337924737,-292.5400125654438,-619.7453713817374,-4267.500917188367,-3171.5407753080913,-124.40757890205805,1,2,1.8528529510754908
38,referee_0,-6629.31422156788,5805.719989728382,-105.56084146824115,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
38,player_3,7351.319655862478,6887.302113679409,-109.69625662041064,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
39,player_0,-869.4000822639694,1369.2649479182992,1067.4543604560279,-3255.207864804842,-138.0772743208086,1380.3364454370596,1,2,0.30121144860583643
39,player_1,-1067.6644870615662,2751.9774739658365,724.0651315323137,-5969.027043769777,-158.47469149653494,1078.139531456803,1,2,2.8143908625637386
39,referee_0,-6734.424399506906,5796.816306314483,-104.97617523436026,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
39,player_2,313.95539669171274,-419.40164357776746,-624.7216745378197,-4267.500917188367,-3171.5407753080913,-124.40757890205805,0,0,nan
39,player_3,7347.7701816857425,6887.183886334497,-109.72047759392692,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
40,player_0,-1221.1536922911316,1048.5645973151013,1097.4833136585207,-3544.0905329189773,-549.0507843299513,1347.4972606824167,1,2,0.2521088676193849
40,player_1,-234.82011991618265,3428.816958725166,624.6266465503381,-4564.877122121859,736.7101916216675,891.334469344388,1,2,2.36231779202535
40,referee_0,-6839.534577445933,5787.912622900584,-104.39150900047936,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
40,player_2,143.25536000417807,-546.2632745900911,-629.697977693902,-4267.500917188367,-3171.5407753080913,-124.40757890205805,0,0,nan
40,player_3,7344.220707509007,6887.065658989586,-109.7446985674432,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
41,player_0,-1550.48269865962,751.0544096977679,1117.3531233610806,-3786.2345949402966,-904.7792670509958,1303.5649435582918,1,2,0.801767010093793
41,player_1,-130.88960409863495,3351.064135190469,656.6475885773775,-4195.99011436144,598.6683585406739,886.657893432506,1,2,1.0397800904235168
41,player_2,1084.1504671922748,-53.65176727212042,-422.58508089439886,-2890.1957505962528,-2403.9919436240943,138.3783395922909,1,2,2.613835371600687
41,referee_0,-6944.644755384959,5779.008939486685,-103.80684276659846,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
41,player_3,7340.671233332272,6886.947431644675,-109.76891954095947,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
42,player_0,-1509.9143941022135,637.2728665007814,1025.7228106430234,-3540.4790654253097,-1004.0839886421691,1119.555917916982,1,2,0.29578137913717595
42,player_1,-417.0127089285788,3528.0352749166755,587.5215568009424,-4346.0679382438,792.8253602476361,753.9513715955266,1,2,1.428386874834129
42,referee_0,-7049.754933323986,5770.105256072787,-103.22217653271757,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
42,player_2,968.5426371684248,-149.8114450170842,-417.04994731070724,-2890.1957505962528,-2403.9919436240943,138.3783395922909,0,0,nan
42,player_3,7337.121759155537,6886.829204299764,-109.79314051447575,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
43,player_0,-1591.9785748328554,1026.6243207306993,949.0881537863705,-3464.8203571960016,-458.42794197227147,965.3077755449317,1,2,0.20698064830225416
43,player_1,-590.8554264583308,3559.748289326581,617.6796116647636,-4346.0679382438,792.8253602476361,753.9513715955266,0,0,nan
43,referee_0,-7154.865111263012,5761.201572658888,-102.63751029883667,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
43,player_2,852.9348071445747,-245.97112276204797,-411.5148137270156,-2890.1957505962528,-2403.9919436240943,138.3783395922909,0,0,nan
43,player_3,7333.572284978802,6886.710976954852,-109.81736148799203,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
44,player_0,-1287.5255457507938,985.8083284760891,884.2909077721094,-2905.4950641599794,-486.8065021085122,834.7578975639573,1,2,0.9708528149208565
44,player_1,-819.1964612975653,3734.6506511399048,543.1290929205402,-4413.381588925087,969.6858247214277,624.6204730438869,1,2,1.089457506632848
44,player_2,2096.0798073354445,2188.338574267314,-290.16584914764815,-1320.6616722395765,519.0252745395555,272.1581930362972,1,2,1.1100796802129274
44,referee_0,-7259.975289202039,5752.297889244989,-102.05284406495578,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
44,player_3,7330.0228108020665,6886.592749609941,-109.84158246150831,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
45,player_0,-1388.3797419549085,1362.7851997192597,811.0182799441907,-2886.1978431289576,11.082506265522284,700.8029886292449,1,2,0.2656302606677715
45,player_1,-1031.9421420629692,3612.241930808784,344.3791037380002,-4457.579598782984,772.9316936522423,351.5323946261004,1,2,1.1022662131720078
45,referee_0,-7365.085467141065,5743.39420583109,-101.46817783107488,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
45,player_2,2043.2533404458613,2209.0995852488963,-279.27952142619625,-1320.6616722395765,519.0252745395555,272.1581930362972,0,0,nan
45,player_3,7326.473336625331,6886.47452226503,-109.86580343502459,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
46,player_0,-1463.9176281665466,1707.2855691208933,745.6930752344518,-2836.2899809364535,441.32908496629227,584.0587826274694,1,2,0.2844762478746677
46,player_1,-1210.2453260142886,3643.159198554874,358.4403995230442,-4457.579598782984,772.9316936522423,351.5323946261004,0,0,nan
46,referee_0,-7470.195645080092,5734.490522417192,-100.88351159719399,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
46,player_2,1990.4268735562782,2229.8605962304787,-268.39319370474436,-1320.6616722395765,519.0252745395555,272.1581930362972,0,0,nan
46,player_3,7322.923862448596,6886.356294920119,-109.89002440854087,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
47,player_0,-1529.9484811884772,2031.1283105298967,684.2412215284583,-2777.192536558968,822.9135811948121,478.3602611347296,1,2,1.253188098184373
47,player_1,-1388.548509965608,3674.0764663009636,372.50169530808824,-4457.579598782984,772.9316936522423,351.5323946261004,0,0,nan
47,referee_0,-7575.305823019118,5725.586839003293,-100.29884536331309,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
47,player_2,1937.600406666695,2250.621607212061,-257.50686598329247,-1320.6616722395765,519.0252745395555,272.1581930362972,0,0,nan
47,player_3,7319.374388271861,6886.238067575207,-109.91424538205715,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
48,player_0,-1621.3204329097578,1878.148459303297,407.6869016156624,-2752.6873260716025,591.8581896797718,110.84116237723907,1,2,0.2117507638727658
48,player_1,-674.0805135334504,4216.877028471263,306.6508977154234,-3406.236745779016,1375.7343546138761,257.42652507377846,1,2,0.3077177411760346
48,player_2,2175.9633382994302,2249.7248763552498,152.74824758729255,-1009.0223664398992,495.84653360339377,699.5742040987489,1,2,2.258370429496172
48,referee_0,-7680.416000958145,5716.683155589394,-99.7141791294322,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
48,player_3,7315.824914095126,6886.119840230296,-109.93846635557342,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
49,player_0,-1703.4425729979307,1735.1758749083301,148.50715131435152,-2717.972615291996,385.1393621151758,-216.16071043218358,1,2,0.7150965206083871
49,player_1,68.23574774935958,3479.556499067139,246.50524949735626,-2382.825956370474,452.75339644322423,175.37025301710446,1,2,2.688973894543525
49,player_2,2280.6600426147916,2271.441117367093,383.0592906070482,-855.7747857325038,497.83519281250403,913.3257634818424,1,2,2.99130289370015
49,referee_0,-7785.526178897171,5707.779472175495,-99.1295128955513,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
49,player_3,7312.2754399183905,6886.001612885385,-109.9626873290897,-88.73685441837944,-2.9556836227904486,-0.6055243379069093,0,0,nan
50,player_0,-1119.0215609528977,1461.3684852542192,110.43165001800776,-1859.360156881346,26.88290021477019,-252.615354013109,1,2,0.7412587836024641
50,player_1,-187.17869432130917,3675.779561752303,209.07075320498825,-2567.904666478712,658.6535944748491,123.98644188203241,1,2,1.976372451004235
50,referee_0,-7890.636356836198,5698.875788761597,-98.5448466616704,-2627.754448475656,-222.592085347477,14.616655847022328,0,0,nan
